"Concept Set ID","Name","Concept ID","Concept Code","Concept Name","Domain","Vocabulary","Standard Concept"
1615,"[seol] Antibiotics drug",21087947,"OMOP310173","10 ML Chloramphenicol 5 MG/ML Ophthalmic Solution by Alliance","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",21058460,"OMOP310186","10 ML Chloramphenicol 5 MG/ML Ophthalmic Solution by Almus","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",21117372,"OMOP310178","10 ML Chloramphenicol 5 MG/ML Ophthalmic Solution by AMCo","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",35782060,"OMOP2783521","10 ML Chloramphenicol 5 MG/ML Ophthalmic Solution by Arrow Generics","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",21117373,"OMOP310185","10 ML Chloramphenicol 5 MG/ML Ophthalmic Solution by Boots","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",21117371,"OMOP310177","10 ML Chloramphenicol 5 MG/ML Ophthalmic Solution by Co-Pharma","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",21058459,"OMOP310176","10 ML Chloramphenicol 5 MG/ML Ophthalmic Solution by DE","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",21078181,"OMOP310183","10 ML Chloramphenicol 5 MG/ML Ophthalmic Solution by Dowelhurst","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",36053560,"OMOP4978744","10 ML chloramphenicol 5 MG/ML Ophthalmic Solution by FDC","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",21166578,"OMOP310169","10 ML Chloramphenicol 5 MG/ML Ophthalmic Solution by Generics","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",21107623,"OMOP310171","10 ML Chloramphenicol 5 MG/ML Ophthalmic Solution by Kent","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",21107624,"OMOP310180","10 ML Chloramphenicol 5 MG/ML Ophthalmic Solution by Martindale","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",21136998,"OMOP310194","10 ML Chloramphenicol 5 MG/ML Ophthalmic Solution by Numark","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",40714958,"OMOP4742027","10 ML Chloramphenicol 5 MG/ML Ophthalmic Solution by Phoenix Healthcare Distribution","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",21068407,"OMOP310170","10 ML Chloramphenicol 5 MG/ML Ophthalmic Solution by Phoenix Labs","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",21107627,"OMOP310202","10 ML Chloramphenicol 5 MG/ML Ophthalmic Solution by Reckitt Benckiser","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",40714959,"OMOP4742026","10 ML Chloramphenicol 5 MG/ML Ophthalmic Solution by Sigma","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",21087946,"OMOP310172","10 ML Chloramphenicol 5 MG/ML Ophthalmic Solution by Sigma-Tau","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",35885066,"OMOP5032320","10 ML chloramphenicol 5 MG/ML Ophthalmic Solution by Strides","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",40714957,"OMOP4742028","10 ML Chloramphenicol 5 MG/ML Ophthalmic Solution by Strides Shasun","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",21029088,"OMOP310181","10 ML Chloramphenicol 5 MG/ML Ophthalmic Solution by TEVA","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",21038912,"OMOP310174","10 ML Chloramphenicol 5 MG/ML Ophthalmic Solution by Vantage","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",21087948,"OMOP310175","10 ML Chloramphenicol 5 MG/ML Ophthalmic Solution by Waymade","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",21068501,"OMOP311698","10 ML Framycetin 5 MG/ML Ophthalmic Solution","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",21038989,"OMOP311699","10 ML Framycetin 5 MG/ML Ophthalmic Solution [Soframycin]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",21176426,"OMOP311700","10 ML Framycetin 5 MG/ML Ophthalmic Solution [Soframycin] by Sanofi","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",21176372,"OMOP310699","10 ML Gentamicin 15 MG/ML Ophthalmic Solution","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",40715493,"OMOP4741764","10 ML Gentamicin 3 MG/ML Ophthalmic Solution","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",40715487,"OMOP4741770","10 ML Gentamicin 3 MG/ML Ophthalmic Solution [Garamycin]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",40715486,"OMOP4741771","10 ML Gentamicin 3 MG/ML Ophthalmic Solution [Garamycin] by Schering-Plough","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",40715496,"OMOP4741761","10 ML Gentamicin 3 MG/ML Ophthalmic Solution [Genticin]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",40715494,"OMOP4741763","10 ML Gentamicin 3 MG/ML Ophthalmic Solution [Genticin] by AMCo","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",40715497,"OMOP4741760","10 ML Gentamicin 3 MG/ML Ophthalmic Solution [Genticin] by Sigma","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",40715495,"OMOP4741762","10 ML Gentamicin 3 MG/ML Ophthalmic Solution [Genticin] by Waymade","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",40715491,"OMOP4741766","10 ML Gentamicin 3 MG/ML Ophthalmic Solution by A A H","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",40715492,"OMOP4741765","10 ML Gentamicin 3 MG/ML Ophthalmic Solution by Alliance","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",40715488,"OMOP4741769","10 ML Gentamicin 3 MG/ML Ophthalmic Solution by AMCo","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",40715490,"OMOP4741767","10 ML Gentamicin 3 MG/ML Ophthalmic Solution by DE","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",36053509,"OMOP4978683","10 ML gentamicin 3 MG/ML Ophthalmic Solution by FDC","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",36053510,"OMOP4978684","10 ML gentamicin 3 MG/ML Ophthalmic Solution by Genesis","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",40715489,"OMOP4741768","10 ML Gentamicin 3 MG/ML Ophthalmic Solution by Mawdsley-Brooks","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",35885048,"OMOP5032301","10 ML gentamicin 3 MG/ML Ophthalmic Solution by Medihealth","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",2027355,"OMOP4926061","10 ML gentamicin 3 MG/ML Ophthalmic Solution by Unimed","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",21068417,"OMOP310335","10 ML Neomycin 5 MG/ML Ophthalmic Solution","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",21137002,"OMOP310337","10 ML Neomycin 5 MG/ML Ophthalmic Solution by A A H","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",21058471,"OMOP310336","10 ML Neomycin 5 MG/ML Ophthalmic Solution by Alliance","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",21146858,"OMOP310338","10 ML Neomycin 5 MG/ML Ophthalmic Solution by Martindale","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",21058561,"OMOP312106","10 ML Penicillin G 1.5 MG/ML Ophthalmic Solution","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",21068529,"OMOP312104","10 ML Penicillin G 3 MG/ML Ophthalmic Solution","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",21107620,"OMOP310124","10 ML Vancomycin 14 MG/ML Ophthalmic Solution","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",2025856,"OMOP4924451","100 ML sodium chloride 9 MG/ML / vancomycin 10 MG/ML Injectable Solution","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",2025857,"OMOP4924452","100 ML sodium chloride 9 MG/ML / vancomycin 10 MG/ML Injectable Solution [VANCO KIT]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",2025858,"OMOP4924453","100 ML sodium chloride 9 MG/ML / vancomycin 10 MG/ML Injectable Solution [VANCO KIT] by UK Chemipharm","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",2025715,"OMOP4924303","100 ML tobramycin 3 MG/ML Ophthalmic Solution","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",2025713,"OMOP4924301","100 ML tobramycin 3 MG/ML Ophthalmic Solution [TRONA]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",2025714,"OMOP4924302","100 ML tobramycin 3 MG/ML Ophthalmic Solution [TRONA] by Kukje","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",35151763,"OMOP4808808","1000 MG Erythromycin 0.005 MG/MG Ophthalmic Ointment","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",2023746,"OMOP4922278","1000 MG fusidate 0.01 MG/MG Ophthalmic Suspension","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",2023744,"OMOP4922276","1000 MG fusidate 0.01 MG/MG Ophthalmic Suspension [Fucithalmic]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",2023745,"OMOP4922277","1000 MG fusidate 0.01 MG/MG Ophthalmic Suspension [Fucithalmic] by Dongwha","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",2023743,"OMOP4922275","1000 MG fusidate 0.01 MG/MG Ophthalmic Suspension [Fucithalmic] by Menarini","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",35137828,"OMOP4794999","1000 MG Natamycin 0.01 MG/MG Ophthalmic Ointment","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",35159953,"OMOP4816934","1000 MG Natamycin 0.01 MG/MG Ophthalmic Ointment by Senju Seiyaku","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",2023628,"OMOP4922161","1000 MG tobramycin 0.003 MG/MG Ophthalmic Ointment [OCURACIN]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",2023629,"OMOP4922162","1000 MG tobramycin 0.003 MG/MG Ophthalmic Ointment [OCURACIN] by Samil","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",2023631,"OMOP4922164","1000 MG tobramycin 0.003 MG/MG Ophthalmic Ointment [Tobrex]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",2023630,"OMOP4922163","1000 MG tobramycin 0.003 MG/MG Ophthalmic Ointment [Tobrex] by Alcon","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",2023626,"OMOP4922159","1000 MG tobramycin 0.003 MG/MG Ophthalmic Ointment [TORAVIN]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",2023627,"OMOP4922160","1000 MG tobramycin 0.003 MG/MG Ophthalmic Ointment [TORAVIN] by Taejoon","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",35828537,"OMOP5040177","1000 MG vancomycin 0.01 MG/MG Ophthalmic Ointment","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",35139753,"OMOP4796904","1010 MG Natamycin 0.01 MG/MG Ophthalmic Ointment","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",2026968,"OMOP4925628","15 ML natamycin 50 MG/ML Ophthalmic Suspension","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",2026966,"OMOP4925626","15 ML natamycin 50 MG/ML Ophthalmic Suspension [Natacyn]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",2026967,"OMOP4925627","15 ML natamycin 50 MG/ML Ophthalmic Suspension [Natacyn] by Korea Orphan & Essential Drug Center","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41339994,"OMOP2537956","2 ML Dihydrostreptomycin 156 MG/ML Injectable Solution","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41342311,"OMOP2540273","2 ML Dihydrostreptomycin 156 MG/ML Injectable Solution [Double Mycin]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41342850,"OMOP2540812","2 ML Dihydrostreptomycin 156 MG/ML Injectable Solution [Double Mycin] Box of 1","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41339687,"OMOP2537649","2 ML Dihydrostreptomycin 156 MG/ML Injectable Solution [Double Mycin] Box of 10","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41341764,"OMOP2539726","2 ML Dihydrostreptomycin 156 MG/ML Injectable Solution [Double Mycin] Box of 3","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41339688,"OMOP2537650","2 ML Dihydrostreptomycin 156 MG/ML Injectable Solution [Double Mycin] Box of 6","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41345246,"OMOP2543208","2 ML Dihydrostreptomycin 156 MG/ML Injectable Solution Box of 1","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41339993,"OMOP2537955","2 ML Dihydrostreptomycin 156 MG/ML Injectable Solution Box of 10","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41343651,"OMOP2541613","2 ML Dihydrostreptomycin 156 MG/ML Injectable Solution Box of 3","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41342041,"OMOP2540003","2 ML Dihydrostreptomycin 156 MG/ML Injectable Solution Box of 6","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41343650,"OMOP2541612","2 ML Dihydrostreptomycin 313 MG/ML / Penicillin G 150 MG/ML Injectable Solution","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41345492,"OMOP2543454","2 ML Dihydrostreptomycin 313 MG/ML / Penicillin G 150 MG/ML Injectable Solution [Double Mycin]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41344406,"OMOP2542368","2 ML Dihydrostreptomycin 313 MG/ML / Penicillin G 150 MG/ML Injectable Solution [Double Mycin] Box of 1","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41343893,"OMOP2541855","2 ML Dihydrostreptomycin 313 MG/ML / Penicillin G 150 MG/ML Injectable Solution [Double Mycin] Box of 10","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41342849,"OMOP2540811","2 ML Dihydrostreptomycin 313 MG/ML / Penicillin G 150 MG/ML Injectable Solution [Double Mycin] Box of 3","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41342310,"OMOP2540272","2 ML Dihydrostreptomycin 313 MG/ML / Penicillin G 150 MG/ML Injectable Solution [Double Mycin] Box of 6","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41345244,"OMOP2543206","2 ML Dihydrostreptomycin 313 MG/ML / Penicillin G 150 MG/ML Injectable Solution Box of 1","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41338362,"OMOP2536324","2 ML Dihydrostreptomycin 313 MG/ML / Penicillin G 150 MG/ML Injectable Solution Box of 10","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41338916,"OMOP2536878","2 ML Dihydrostreptomycin 313 MG/ML / Penicillin G 150 MG/ML Injectable Solution Box of 3","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41345774,"OMOP2543736","2 ML Dihydrostreptomycin 313 MG/ML / Penicillin G 150 MG/ML Injectable Solution Box of 6","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41345245,"OMOP2543207","2 ML Dihydrostreptomycin 313 MG/ML / Penicillin G 150 MG/ML Prefilled Syringe","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41344407,"OMOP2542369","2 ML Dihydrostreptomycin 313 MG/ML / Penicillin G 150 MG/ML Prefilled Syringe [Mycipen D]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41344968,"OMOP2542930","2 ML Dihydrostreptomycin 313 MG/ML / Penicillin G 150 MG/ML Prefilled Syringe [Mycipen D] Box of 1","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41341273,"OMOP2539235","2 ML Dihydrostreptomycin 313 MG/ML / Penicillin G 150 MG/ML Prefilled Syringe [Mycipen D] Box of 25","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41340251,"OMOP2538213","2 ML Dihydrostreptomycin 313 MG/ML / Penicillin G 150 MG/ML Prefilled Syringe [Mycipen D] Box of 3","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41343137,"OMOP2541099","2 ML Dihydrostreptomycin 313 MG/ML / Penicillin G 150 MG/ML Prefilled Syringe Box of 1","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41343136,"OMOP2541098","2 ML Dihydrostreptomycin 313 MG/ML / Penicillin G 150 MG/ML Prefilled Syringe Box of 25","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41341040,"OMOP2539002","2 ML Dihydrostreptomycin 313 MG/ML / Penicillin G 150 MG/ML Prefilled Syringe Box of 3","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41456185,"OMOP2654147","2 ML Dihydrostreptomycin 624 MG/ML Injectable Solution","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41458779,"OMOP2656741","2 ML Dihydrostreptomycin 624 MG/ML Injectable Solution [Solvo Strept]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41461101,"OMOP2659063","2 ML Dihydrostreptomycin 624 MG/ML Injectable Solution [Solvo Strept] Box of 10","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41459691,"OMOP2657653","2 ML Dihydrostreptomycin 624 MG/ML Injectable Solution Box of 10","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41339436,"OMOP2537398","2 ML Dihydrostreptomycin 625 MG/ML Injectable Solution","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41346022,"OMOP2543984","2 ML Dihydrostreptomycin 625 MG/ML Injectable Solution [Solvo Strept]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41339686,"OMOP2537648","2 ML Dihydrostreptomycin 625 MG/ML Injectable Solution [Solvo Strept] Box of 10","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41338917,"OMOP2536879","2 ML Dihydrostreptomycin 625 MG/ML Injectable Solution Box of 10","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41460295,"OMOP2658257","2 ML Dihydrostreptomycin 649 MG/ML Injectable Solution","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41462202,"OMOP2660164","2 ML Dihydrostreptomycin 649 MG/ML Injectable Solution [Solvo Strept]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41460576,"OMOP2658538","2 ML Dihydrostreptomycin 649 MG/ML Injectable Solution [Solvo Strept] Box of 10","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41462371,"OMOP2660333","2 ML Dihydrostreptomycin 649 MG/ML Injectable Solution [Solvo Strept] Box of 10 by Heyl","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41454418,"OMOP2652380","2 ML Dihydrostreptomycin 649 MG/ML Injectable Solution Box of 10","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41339437,"OMOP2537399","2 ML Dihydrostreptomycin 650 MG/ML Injectable Solution","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41339152,"OMOP2537114","2 ML Dihydrostreptomycin 650 MG/ML Injectable Solution [Solvo Strept]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41342312,"OMOP2540274","2 ML Dihydrostreptomycin 650 MG/ML Injectable Solution [Solvo Strept] Box of 10","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41342479,"OMOP2540441","2 ML Dihydrostreptomycin 650 MG/ML Injectable Solution [Solvo Strept] Box of 10 by Heyl","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41345775,"OMOP2543737","2 ML Dihydrostreptomycin 650 MG/ML Injectable Solution Box of 10","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",2026682,"OMOP4925319","20 ML tobramycin 3 MG/ML Ophthalmic Solution","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",2026680,"OMOP4925317","20 ML tobramycin 3 MG/ML Ophthalmic Solution [TRONA]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",2026681,"OMOP4925318","20 ML tobramycin 3 MG/ML Ophthalmic Solution [TRONA] by Kukje","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",36896651,"OMOP989966","250 MG Azithromycin 0.015 MG/MG Ophthalmic Solution","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",36896650,"OMOP1002629","250 MG Azithromycin 0.015 MG/MG Ophthalmic Solution [Azyter]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41435839,"OMOP2633801","250 MG Azithromycin 0.015 MG/MG Ophthalmic Solution [Azyter] Box of 6","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41435846,"OMOP2633808","250 MG Azithromycin 0.015 MG/MG Ophthalmic Solution [Azyter] Box of 6 by Thea","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41435864,"OMOP2633826","250 MG Azithromycin 0.015 MG/MG Ophthalmic Solution [Infectoazit]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41435875,"OMOP2633837","250 MG Azithromycin 0.015 MG/MG Ophthalmic Solution [Infectoazit] Box of 6","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41435837,"OMOP2633799","250 MG Azithromycin 0.015 MG/MG Ophthalmic Solution [Infectoazit] Box of 6 by Infectopharm","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41435847,"OMOP2633809","250 MG Azithromycin 0.015 MG/MG Ophthalmic Solution Box of 6","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41465497,"OMOP2663459","2500 MG Gentamicin 0.0012 MG/MG Ophthalmic Ointment","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41465805,"OMOP2663767","2500 MG Gentamicin 0.0012 MG/MG Ophthalmic Ointment [Refobacin]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41465627,"OMOP2663589","2500 MG Gentamicin 0.0012 MG/MG Ophthalmic Ointment [Refobacin] Box of 1","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41465730,"OMOP2663692","2500 MG Gentamicin 0.0012 MG/MG Ophthalmic Ointment [Refobacin] Box of 1 by Mylan","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41465865,"OMOP2663827","2500 MG Gentamicin 0.0012 MG/MG Ophthalmic Ointment [Refobacin] Box of 10","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41465702,"OMOP2663664","2500 MG Gentamicin 0.0012 MG/MG Ophthalmic Ointment [Refobacin] Box of 10 by Mylan","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41465714,"OMOP2663676","2500 MG Gentamicin 0.0012 MG/MG Ophthalmic Ointment Box of 1","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41465852,"OMOP2663814","2500 MG Gentamicin 0.0012 MG/MG Ophthalmic Ointment Box of 10","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41465552,"OMOP2663514","2500 MG Gentamicin 0.002 MG/MG Ophthalmic Ointment","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41465725,"OMOP2663687","2500 MG Gentamicin 0.002 MG/MG Ophthalmic Ointment [Terramycin]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41465657,"OMOP2663619","2500 MG Gentamicin 0.002 MG/MG Ophthalmic Ointment [Terramycin] Box of 1","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41465906,"OMOP2663868","2500 MG Gentamicin 0.002 MG/MG Ophthalmic Ointment [Terramycin] Box of 1 by Thomas-Mann-Apotheke Thomas Mann","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41465551,"OMOP2663513","2500 MG Gentamicin 0.002 MG/MG Ophthalmic Ointment Box of 1","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41465580,"OMOP2663542","2500 MG Gentamicin 0.005 MG/MG Ophthalmic Ointment","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41465445,"OMOP2663407","2500 MG Gentamicin 0.005 MG/MG Ophthalmic Ointment [Gentamicin Pos]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41465894,"OMOP2663856","2500 MG Gentamicin 0.005 MG/MG Ophthalmic Ointment [Gentamicin Pos] Box of 1","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41465757,"OMOP2663719","2500 MG Gentamicin 0.005 MG/MG Ophthalmic Ointment [Gentamicin Pos] Box of 1 by Ursapharm","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41465823,"OMOP2663785","2500 MG Gentamicin 0.005 MG/MG Ophthalmic Ointment [Refobacin]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41465472,"OMOP2663434","2500 MG Gentamicin 0.005 MG/MG Ophthalmic Ointment [Refobacin] Box of 1","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41465686,"OMOP2663648","2500 MG Gentamicin 0.005 MG/MG Ophthalmic Ointment [Refobacin] Box of 10","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41465526,"OMOP2663488","2500 MG Gentamicin 0.005 MG/MG Ophthalmic Ointment [Terramycin]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41465503,"OMOP2663465","2500 MG Gentamicin 0.005 MG/MG Ophthalmic Ointment [Terramycin] Box of 1","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41465534,"OMOP2663496","2500 MG Gentamicin 0.005 MG/MG Ophthalmic Ointment [Terramycin] Box of 1 by Thomas-Mann-Apotheke Thomas Mann","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41465840,"OMOP2663802","2500 MG Gentamicin 0.005 MG/MG Ophthalmic Ointment Box of 1","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41465841,"OMOP2663803","2500 MG Gentamicin 0.005 MG/MG Ophthalmic Ointment Box of 10","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41465581,"OMOP2663543","2500 MG Gentamicin 0.00836 MG/MG Ophthalmic Ointment","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41465559,"OMOP2663521","2500 MG Gentamicin 0.00836 MG/MG Ophthalmic Ointment [Terramycin]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41465558,"OMOP2663520","2500 MG Gentamicin 0.00836 MG/MG Ophthalmic Ointment [Terramycin] Box of 1","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41465456,"OMOP2663418","2500 MG Gentamicin 0.00836 MG/MG Ophthalmic Ointment Box of 1","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41465430,"OMOP2663392","2500 MG Kanamycin 0.005 MG/MG Ophthalmic Ointment","Drug","RxNorm Extension","S"
